matchup,h2h_win_rate
Slovakia-Switzerland,0.5
Slovenia-Switzerland,0.7
South Korea-Switzerland,1.0
Spain-Switzerland,0.07692307692307693
Sweden-Switzerland,0.4
Afghanistan-Syria,1.0
Algeria-Syria,0.2
Australia-Syria,0.0
Bahrain-Syria,0.48
Bangladesh-Syria,1.0
Belarus-Syria,0.5
Cambodia-Syria,1.0
Chad-Syria,0.5
China-Syria,0.2857142857142857
Cyprus-Syria,0.5
Egypt-Syria,0.1
Greece-Syria,0.0
Guam-Syria,1.0
Haiti-Syria,0.5
Hong Kong-Syria,0.5
India-Syria,0.42857142857142855
Indonesia-Syria,0.75
Iran-Syria,0.03333333333333333
Iraq-Syria,0.15151515151515152
Japan-Syria,0.0
Jordan-Syria,0.42857142857142855
Kazakhstan-Syria,1.0
Kuwait-Syria,0.32432432432432434
Kyrgyzstan-Syria,0.3333333333333333
Laos-Syria,1.0
Lebanon-Syria,0.5833333333333334
Libya-Syria,0.2222222222222222
Malaysia-Syria,0.5
Maldives-Syria,0.8333333333333334
Mali-Syria,0.5
Mauritania-Syria,1.0
Mauritius-Syria,0.5
Morocco-Syria,0.0
Myanmar-Syria,0.6666666666666666
Nepal-Syria,1.0
Nigeria-Syria,0.5
North Korea-Syria,0.3333333333333333
North Yemen-Syria,1.0
Oman-Syria,0.36
Pakistan-Syria,1.0
Palestine-Syria,0.5333333333333333
Philippines-Syria,1.0
Qatar-Syria,0.3125
Russia-Syria,0.0
San Marino-Syria,0.5
Saudi Arabia-Syria,0.037037037037037035
Sierra Leone-Syria,0.5
Singapore-Syria,0.6
South Korea-Syria,0.1111111111111111
South Sudan-Syria,0.5
Sri Lanka-Syria,1.0
Sudan-Syria,0.4444444444444444
Sweden-Syria,0.5
Malawi-São Tome and Principe,0.5
Angola-São Tomé and Príncipe,0.0
Benin-São Tomé and Príncipe,0.0
Cape Verde-São Tomé and Príncipe,0.0
Central African Republic-São Tomé and Príncipe,0.5
Chad-São Tomé and Príncipe,0.0
Congo-São Tomé and Príncipe,0.0
Equatorial Guinea-São Tomé and Príncipe,0.2
Ethiopia-São Tomé and Príncipe,1.0
Gabon-São Tomé and Príncipe,0.0
Ghana-São Tomé and Príncipe,0.0
Guinea-Bissau-São Tomé and Príncipe,0.0
Lesotho-São Tomé and Príncipe,1.0
Liberia-São Tomé and Príncipe,0.0
Libya-São Tomé and Príncipe,0.3333333333333333
Madagascar-São Tomé and Príncipe,0.0
Malawi-São Tomé and Príncipe,0.0
Mauritius-São Tomé and Príncipe,1.0
Morocco-São Tomé and Príncipe,0.0
Namibia-São Tomé and Príncipe,0.0
Nigeria-São Tomé and Príncipe,0.0
Rwanda-São Tomé and Príncipe,1.0
Sierra Leone-São Tomé and Príncipe,0.4
South Africa-São Tomé and Príncipe,0.0
South Sudan-São Tomé and Príncipe,0.0
Sudan-São Tomé and Príncipe,0.0
American Samoa-Tahiti,1.0
Australia-Tahiti,0.0
Chile-Tahiti,0.5
Cook Islands-Tahiti,1.0
FS Micronesia-Tahiti,0.5
Fiji-Tahiti,0.5294117647058824
French Guiana-Tahiti,0.5
Guadeloupe-Tahiti,0.0
Guam-Tahiti,1.0
Kiribati-Tahiti,0.5
Martinique-Tahiti,0.0
Mayotte-Tahiti,0.5
Mexico-Tahiti,0.5
New Caledonia-Tahiti,0.3968253968253968
New Zealand-Tahiti,0.11764705882352941
Nigeria-Tahiti,0.5
Niue-Tahiti,0.5
Northern Mariana Islands-Tahiti,0.5
Papua New Guinea-Tahiti,0.6875
Samoa-Tahiti,1.0
Solomon Islands-Tahiti,0.6956521739130435
Spain-Tahiti,0.5
Afghanistan-Taiwan,0.5
Australia-Taiwan,0.0
Bahrain-Taiwan,0.0
Bangladesh-Taiwan,1.0
Brunei-Taiwan,0.5
Cambodia-Taiwan,0.25
East Timor-Taiwan,1.0
Fiji-Taiwan,0.0
Grenada-Taiwan,0.5
Guam-Taiwan,0.75
Hong Kong-Taiwan,0.2222222222222222
India-Taiwan,0.1
Indonesia-Taiwan,0.2857142857142857
Iran-Taiwan,0.0
Iraq-Taiwan,0.0
Israel-Taiwan,0.16666666666666666
Japan-Taiwan,0.16666666666666666
Jordan-Taiwan,0.0
Kenya-Taiwan,0.5
Kuwait-Taiwan,0.0
Kyrgyzstan-Taiwan,0.0
Laos-Taiwan,0.6666666666666666
Lebanon-Taiwan,0.5
Macao-Taiwan,0.8181818181818182
Malaysia-Taiwan,0.3125
Mongolia-Taiwan,0.8
Myanmar-Taiwan,0.25
Nepal-Taiwan,0.0
New Zealand-Taiwan,0.0
North Korea-Taiwan,0.0
Northern Mariana Islands-Taiwan,0.5
Oman-Taiwan,0.0
Pakistan-Taiwan,0.25
Palestine-Taiwan,0.0
Panama-Taiwan,0.0
Papua New Guinea-Taiwan,0.0
Philippines-Taiwan,0.5333333333333333
Saint Kitts and Nevis-Taiwan,0.5
Saudi Arabia-Taiwan,0.0
Singapore-Taiwan,0.45454545454545453
Solomon Islands-Taiwan,0.5
South Korea-Taiwan,0.3
Sri Lanka-Taiwan,0.0
Syria-Taiwan,0.0
Afghanistan-Tajikistan,0.875
Australia-Tajikistan,0.0
Azerbaijan-Tajikistan,0.0
Bahrain-Tajikistan,0.0
Bangladesh-Tajikistan,0.6666666666666666
Belarus-Tajikistan,0.0
Bhutan-Tajikistan,0.5
Brunei-Tajikistan,0.5
Cambodia-Tajikistan,1.0
China-Tajikistan,0.0
East Timor-Tajikistan,1.0
Estonia-Tajikistan,0.5
Guam-Tajikistan,0.5
Hong Kong-Tajikistan,0.5
India-Tajikistan,0.6
Iran-Tajikistan,0.0
Iraq-Tajikistan,0.0
Japan-Tajikistan,0.0
Jordan-Tajikistan,0.16666666666666666
Kazakhstan-Tajikistan,0.0
Kuwait-Tajikistan,0.0
Kyrgyzstan-Tajikistan,0.6
Lebanon-Tajikistan,1.0
Macao-Tajikistan,1.0
Malaysia-Tajikistan,0.3333333333333333
Maldives-Tajikistan,0.75
Mongolia-Tajikistan,1.0
Myanmar-Tajikistan,0.75
Nepal-Tajikistan,1.0
North Korea-Tajikistan,0.2
Oman-Tajikistan,0.16666666666666666
Pakistan-Tajikistan,1.0
Palestine-Tajikistan,0.0
Philippines-Tajikistan,0.14285714285714285
Qatar-Tajikistan,0.25
Russia-Tajikistan,0.5
Saudi Arabia-Tajikistan,0.0
Singapore-Tajikistan,0.3333333333333333
South Korea-Tajikistan,0.5
Sri Lanka-Tajikistan,0.6666666666666666
Sudan-Tajikistan,0.5
Syria-Tajikistan,0.1111111111111111
Algeria-Tanzania,0.09090909090909091
Angola-Tanzania,0.0
Benin-Tanzania,0.2
Botswana-Tanzania,0.25
Brazil-Tanzania,0.5
Bulgaria-Tanzania,0.5
Burkina Faso-Tanzania,1.0
Burundi-Tanzania,0.5
Cameroon-Tanzania,0.0
Cape Verde-Tanzania,0.3333333333333333
Central African Republic-Tanzania,0.5
Chad-Tanzania,0.5
China-Tanzania,0.0
Congo-Tanzania,0.6666666666666666
DR Congo-Tanzania,0.1875
Djibouti-Tanzania,1.0
Egypt-Tanzania,0.0
Equatorial Guinea-Tanzania,1.0
Eritrea-Tanzania,0.6666666666666666
Eswatini-Tanzania,0.2
Ethiopia-Tanzania,0.25925925925925924
Gabon-Tanzania,0.0
Gambia-Tanzania,1.0
Ghana-Tanzania,0.125
Guinea-Tanzania,0.4
Indonesia-Tanzania,0.0
Iran-Tanzania,0.5
Ivory Coast-Tanzania,0.25
Kenya-Tanzania,0.2537313432835821
Kuwait-Tanzania,0.5
Lesotho-Tanzania,0.25
Liberia-Tanzania,0.0
Libya-Tanzania,0.25
Madagascar-Tanzania,0.2857142857142857
Malawi-Tanzania,0.2549019607843137
Mauritania-Tanzania,0.5
Mauritius-Tanzania,0.4166666666666667
Mongolia-Tanzania,0.5
Morocco-Tanzania,0.14285714285714285
Mozambique-Tanzania,0.3333333333333333
Namibia-Tanzania,0.5
New Zealand-Tanzania,0.5
Niger-Tanzania,0.6666666666666666
Nigeria-Tanzania,0.0
Palestine-Tanzania,0.5
Reunion-Tanzania,0.5
Rwanda-Tanzania,0.4375
Saudi Arabia-Tanzania,0.5
Senegal-Tanzania,0.0
Seychelles-Tanzania,0.0
Sierra Leone-Tanzania,0.5
Somalia-Tanzania,0.75
South Africa-Tanzania,0.3333333333333333
Sudan-Tanzania,0.16666666666666666
Afghanistan-Thailand,1.0
Australia-Thailand,0.0
Bahrain-Thailand,0.36363636363636365
Bangladesh-Thailand,0.5
Bhutan-Thailand,0.5
Brazil-Thailand,0.5
Brunei-Thailand,1.0
Bulgaria-Thailand,0.5
Cambodia-Thailand,0.5625
Cameroon-Thailand,0.5
China-Thailand,0.2
Congo-Thailand,0.5
East Timor-Thailand,1.0
Egypt-Thailand,0.0
Estonia-Thailand,0.5
Ethiopia-Thailand,0.5
Fiji-Thailand,0.5
Finland-Thailand,0.75
Gabon-Thailand,0.5
Georgia-Thailand,0.5
Germany-Thailand,0.5
Ghana-Thailand,0.0
Guatemala-Thailand,0.5
Hong Kong-Thailand,0.36666666666666664
India-Thailand,0.4166666666666667
Indonesia-Thailand,0.4864864864864865
Iran-Thailand,0.0
Iraq-Thailand,0.14285714285714285
Israel-Thailand,0.0
Japan-Thailand,0.09090909090909091
Jordan-Thailand,0.0
Kazakhstan-Thailand,0.0
Kenya-Thailand,1.0
Kuwait-Thailand,0.4
Kyrgyzstan-Thailand,1.0
Laos-Thailand,0.8571428571428571
Latvia-Thailand,0.5
Lebanon-Thailand,0.4
Liberia-Thailand,0.5
Libya-Thailand,0.5
Liechtenstein-Thailand,0.5
Macao-Thailand,1.0
Malaysia-Thailand,0.3018867924528302
Maldives-Thailand,1.0
Malta-Thailand,0.5
Morocco-Thailand,0.5
Myanmar-Thailand,0.42592592592592593
Nepal-Thailand,0.8571428571428571
Netherlands-Thailand,0.5
New Zealand-Thailand,0.2
Nigeria-Thailand,0.0
North Korea-Thailand,0.15789473684210525
North Yemen-Thailand,0.5
Northern Ireland-Thailand,0.5
Norway-Thailand,0.0
Oman-Thailand,0.4166666666666667
Pakistan-Thailand,0.8
Palestine-Thailand,1.0
Papua New Guinea-Thailand,0.5
Philippines-Thailand,0.8
Poland-Thailand,0.5
Qatar-Thailand,0.23529411764705882
Saudi Arabia-Thailand,0.0625
Singapore-Thailand,0.5942028985507246
Slovakia-Thailand,0.0
South Africa-Thailand,0.5
South Korea-Thailand,0.17307692307692307
Sri Lanka-Thailand,1.0
Suriname-Thailand,0.5
Sweden-Thailand,0.0
Syria-Thailand,0.5
Taiwan-Thailand,0.4375
Tajikistan-Thailand,0.5
Bhutan-Tibet,0.0
Gibraltar-Tibet,0.5
Algeria-Togo,0.25
Angola-Togo,0.0
Bahrain-Togo,0.5
Benin-Togo,0.4642857142857143
Botswana-Togo,0.0
Burkina Faso-Togo,0.4782608695652174
Cameroon-Togo,0.125
Cape Verde-Togo,0.25
Central African Republic-Togo,0.5
Chad-Togo,0.5
Comoros-Togo,0.4
Congo-Togo,0.36363636363636365
DR Congo-Togo,0.0625
Denmark-Togo,0.5
Djibouti-Togo,1.0
Egypt-Togo,0.1111111111111111
Equatorial Guinea-Togo,0.3333333333333333
Eswatini-Togo,0.3333333333333333
Ethiopia-Togo,0.0
France-Togo,0.5
Gabon-Togo,0.1
Gambia-Togo,0.4
Ghana-Togo,0.15789473684210525
Guadeloupe-Togo,0.5
Guinea-Bissau-Togo,0.3333333333333333
Guinea-Togo,0.2
Iran-Togo,0.0
Ivory Coast-Togo,0.21739130434782608
Japan-Togo,0.5
Kenya-Togo,0.3333333333333333
Lesotho-Togo,0.5
Liberia-Togo,0.47368421052631576
Libya-Togo,0.125
Liechtenstein-Togo,0.5
Luxembourg-Togo,0.5
Madagascar-Togo,1.0
Malawi-Togo,0.0
Mali-Togo,0.46153846153846156
Mauritania-Togo,0.3333333333333333
Mauritius-Togo,0.0
Morocco-Togo,0.3
Mozambique-Togo,0.0
Namibia-Togo,0.0
Niger-Togo,0.42857142857142855
Nigeria-Togo,0.21052631578947367
Oman-Togo,0.5
Paraguay-Togo,0.5
Reunion-Togo,0.5
Rwanda-Togo,0.5
Saudi Arabia-Togo,0.0
Senegal-Togo,0.3076923076923077
Sierra Leone-Togo,0.7142857142857143
South Korea-Togo,0.5
South Sudan-Togo,0.0
Sudan-Togo,0.0
Switzerland-Togo,0.5
São Tomé and Príncipe-Togo,1.0
Tanzania-Togo,1.0
American Samoa-Tonga,0.7777777777777778
Australia-Tonga,0.5
Cook Islands-Tonga,0.3
FS Micronesia-Tonga,0.5
Fiji-Tonga,0.0
New Caledonia-Tonga,0.0
Papua New Guinea-Tonga,0.0
Samoa-Tonga,0.1111111111111111
Solomon Islands-Tonga,0.0
Tahiti-Tonga,0.0
Anguilla-Trinidad and Tobago,1.0
Antigua and Barbuda-Trinidad and Tobago,0.7857142857142857
Argentina-Trinidad and Tobago,0.5
Aruba-Trinidad and Tobago,1.0
Austria-Trinidad and Tobago,0.5
Azerbaijan-Trinidad and Tobago,1.0
Bahamas-Trinidad and Tobago,0.75
Bahrain-Trinidad and Tobago,0.0
Barbados-Trinidad and Tobago,0.6153846153846154
Belize-Trinidad and Tobago,0.0
Bermuda-Trinidad and Tobago,0.47368421052631576
Bolivia-Trinidad and Tobago,0.5
Botswana-Trinidad and Tobago,0.5
British Virgin Islands-Trinidad and Tobago,1.0
Canada-Trinidad and Tobago,0.16666666666666666
Cayman Islands-Trinidad and Tobago,1.0
Chile-Trinidad and Tobago,0.5
China-Trinidad and Tobago,0.0
Colombia-Trinidad and Tobago,0.5
Costa Rica-Trinidad and Tobago,0.11538461538461539
Cuba-Trinidad and Tobago,0.5454545454545454
Curaçao-Trinidad and Tobago,0.48484848484848486
Czechia-Trinidad and Tobago,0.5
Dominica-Trinidad and Tobago,1.0
Dominican Republic-Trinidad and Tobago,1.0
Ecuador-Trinidad and Tobago,0.0
Egypt-Trinidad and Tobago,0.5
El Salvador-Trinidad and Tobago,0.3125
England-Trinidad and Tobago,0.0
Estonia-Trinidad and Tobago,0.5
Finland-Trinidad and Tobago,0.4
French Guiana-Trinidad and Tobago,0.6666666666666666
Ghana-Trinidad and Tobago,0.5
Grenada-Trinidad and Tobago,0.6521739130434783
Guadeloupe-Trinidad and Tobago,0.46153846153846156
Guatemala-Trinidad and Tobago,0.36
Guyana-Trinidad and Tobago,0.6219512195121951
Haiti-Trinidad and Tobago,0.43902439024390244
Honduras-Trinidad and Tobago,0.15
Iceland-Trinidad and Tobago,0.5
India-Trinidad and Tobago,0.6666666666666666
Iran-Trinidad and Tobago,0.0
Iraq-Trinidad and Tobago,0.5
Ireland-Trinidad and Tobago,0.5
Jamaica-Trinidad and Tobago,0.3698630136986301
Japan-Trinidad and Tobago,0.0
Jordan-Trinidad and Tobago,0.5
Kenya-Trinidad and Tobago,0.5
Kuwait-Trinidad and Tobago,0.5
Martinique-Trinidad and Tobago,0.4117647058823529
Mexico-Trinidad and Tobago,0.13043478260869565
Montserrat-Trinidad and Tobago,0.5
Morocco-Trinidad and Tobago,0.0
New Zealand-Trinidad and Tobago,0.5
Nicaragua-Trinidad and Tobago,0.5
Northern Ireland-Trinidad and Tobago,0.5
Norway-Trinidad and Tobago,0.5
Panama-Trinidad and Tobago,0.45454545454545453
Paraguay-Trinidad and Tobago,0.0
Peru-Trinidad and Tobago,0.25
Puerto Rico-Trinidad and Tobago,0.8333333333333334
Romania-Trinidad and Tobago,0.5
Russia-Trinidad and Tobago,0.5
Saint Kitts and Nevis-Trinidad and Tobago,0.8823529411764706
Saint Lucia-Trinidad and Tobago,0.5
Saint Martin-Trinidad and Tobago,0.5
Saudi Arabia-Trinidad and Tobago,0.2
Scotland-Trinidad and Tobago,0.5
Slovenia-Trinidad and Tobago,0.5
South Africa-Trinidad and Tobago,1.0
South Korea-Trinidad and Tobago,0.5
St Vincent & Grenadines-Trinidad and Tobago,0.5714285714285714
Suriname-Trinidad and Tobago,0.31666666666666665
Sweden-Trinidad and Tobago,0.0
Taiwan-Trinidad and Tobago,0.5
Tajikistan-Trinidad and Tobago,0.5
Thailand-Trinidad and Tobago,0.0
Algeria-Tunisia,0.3018867924528302
Angola-Tunisia,0.5
Argentina-Tunisia,0.5
Australia-Tunisia,0.5
Austria-Tunisia,0.0
Bahrain-Tunisia,1.0
Belarus-Tunisia,0.5
Belgium-Tunisia,0.3333333333333333
Benin-Tunisia,0.625
Bosnia and Herzegovina-Tunisia,0.5
Botswana-Tunisia,0.5
Brazil-Tunisia,0.0
Bulgaria-Tunisia,0.0
Burkina Faso-Tunisia,0.14285714285714285
Burundi-Tunisia,1.0
Cameroon-Tunisia,0.11764705882352941
Canada-Tunisia,0.5
Cape Verde-Tunisia,0.3333333333333333
Central African Republic-Tunisia,0.5
Chad-Tunisia,0.6666666666666666
Chile-Tunisia,0.0
China-Tunisia,0.3333333333333333
Colombia-Tunisia,0.0
Comoros-Tunisia,0.5
Congo-Tunisia,0.625
Costa Rica-Tunisia,0.5
Croatia-Tunisia,1.0
DR Congo-Tunisia,0.46153846153846156
Denmark-Tunisia,0.0
Djibouti-Tunisia,1.0
East Germany-Tunisia,0.0
Egypt-Tunisia,0.425
England-Tunisia,0.0
Equatorial Guinea-Tunisia,0.6
Eswatini-Tunisia,1.0
Ethiopia-Tunisia,0.5714285714285714
Finland-Tunisia,0.0
France-Tunisia,0.0
Gabon-Tunisia,0.4
Gambia-Tunisia,0.3333333333333333
Georgia-Tunisia,0.0
Germany-Tunisia,0.0
Ghana-Tunisia,0.2222222222222222
Guinea-Bissau-Tunisia,0.5
Guinea-Tunisia,0.42105263157894735
Hungary-Tunisia,0.0
Iceland-Tunisia,0.5
India-Tunisia,0.5
Iran-Tunisia,0.5
Iraq-Tunisia,0.45454545454545453
Ireland-Tunisia,0.5
Italy-Tunisia,0.5
Ivory Coast-Tunisia,0.3157894736842105
Japan-Tunisia,0.2
Jordan-Tunisia,0.6666666666666666
Kenya-Tunisia,0.6666666666666666
Kuwait-Tunisia,1.0
Latvia-Tunisia,0.5
Lebanon-Tunisia,0.75
Liberia-Tunisia,0.5454545454545454
Libya-Tunisia,0.56
Madagascar-Tunisia,0.8333333333333334
Malawi-Tunisia,0.375
Mali-Tunisia,0.4666666666666667
Malta-Tunisia,0.3333333333333333
Mauritania-Tunisia,0.7222222222222222
Mauritius-Tunisia,0.0
Mexico-Tunisia,0.5
Morocco-Tunisia,0.17307692307692307
Mozambique-Tunisia,0.5
Namibia-Tunisia,0.6
Netherlands-Tunisia,0.0
New Zealand-Tunisia,0.5
Niger-Tunisia,1.0
Nigeria-Tunisia,0.3
North Yemen-Tunisia,0.5
Norway-Tunisia,0.0
Oman-Tunisia,0.0
Palestine-Tunisia,0.5
Panama-Tunisia,0.5
Peru-Tunisia,0.5
Poland-Tunisia,0.0
Portugal-Tunisia,0.0
Qatar-Tunisia,0.0
Romania-Tunisia,0.5
Russia-Tunisia,0.0
Rwanda-Tunisia,1.0
Sao Tome and Principe-Tunisia,0.5
Saudi Arabia-Tunisia,0.625
Senegal-Tunisia,0.45
Serbia-Tunisia,0.2
Seychelles-Tunisia,1.0
Sierra Leone-Tunisia,0.5
Slovenia-Tunisia,0.0
Somalia-Tunisia,0.5
South Africa-Tunisia,0.5
South Korea-Tunisia,0.5
Spain-Tunisia,0.0
Sudan-Tunisia,0.7
Sweden-Tunisia,0.0
Switzerland-Tunisia,0.0
Syria-Tunisia,0.45454545454545453
São Tome and Principe-Tunisia,0.5
São Tomé and Príncipe-Tunisia,1.0
Taiwan-Tunisia,0.5
Tanzania-Tunisia,0.5
Togo-Tunisia,0.7777777777777778
Albania-Turkey,0.45454545454545453
Algeria-Turkey,0.5
Andorra-Turkey,1.0
Angola-Turkey,0.5
Armenia-Turkey,1.0
Australia-Turkey,1.0
Austria-Turkey,0.4117647058823529
Azerbaijan-Turkey,0.7142857142857143
Belarus-Turkey,0.3333333333333333
Belgium-Turkey,0.3
Bosnia and Herzegovina-Turkey,0.4
Brazil-Turkey,0.0
Bulgaria-Turkey,0.36363636363636365
Cameroon-Turkey,0.5
Canada-Turkey,1.0
Chile-Turkey,0.5
China-Turkey,1.0
Colombia-Turkey,0.5
Costa Rica-Turkey,0.5
Croatia-Turkey,0.09090909090909091
Czechia-Turkey,0.3
Denmark-Turkey,0.1111111111111111
East Germany-Turkey,0.5
Ecuador-Turkey,0.5
Egypt-Turkey,0.5
England-Turkey,0.0
Estonia-Turkey,0.5714285714285714
Ethiopia-Turkey,1.0
Faroe Islands-Turkey,0.5
Finland-Turkey,0.3076923076923077
France-Turkey,0.2
Georgia-Turkey,0.7142857142857143
Germany-Turkey,0.14285714285714285
Ghana-Turkey,0.0
Gibraltar-Turkey,1.0
Greece-Turkey,0.5714285714285714
Guinea-Turkey,0.5
Honduras-Turkey,1.0
Hungary-Turkey,0.3125
Iceland-Turkey,0.21428571428571427
Iran-Turkey,0.625
Iraq-Turkey,0.5
Ireland-Turkey,0.15384615384615385
Israel-Turkey,0.8
Italy-Turkey,0.0
Ivory Coast-Turkey,0.5
Japan-Turkey,0.5
Kazakhstan-Turkey,1.0
Kosovo-Turkey,1.0
Latvia-Turkey,0.3333333333333333
Libya-Turkey,0.5
Liechtenstein-Turkey,1.0
Lithuania-Turkey,1.0
Luxembourg-Turkey,0.875
Malaysia-Turkey,0.5
Malta-Turkey,1.0
Mexico-Turkey,0.5
Moldova-Turkey,0.8181818181818182
Montenegro-Turkey,0.6
Netherlands-Turkey,0.2857142857142857
New Zealand-Turkey,0.5
North Macedonia-Turkey,0.7142857142857143
Northern Cyprus-Turkey,1.0
Northern Ireland-Turkey,0.36363636363636365
Norway-Turkey,0.5
Pakistan-Turkey,1.0
Paraguay-Turkey,0.5
Poland-Turkey,0.17647058823529413
Portugal-Turkey,0.2222222222222222
Qatar-Turkey,0.5
Romania-Turkey,0.20833333333333334
Russia-Turkey,0.11764705882352941
San Marino-Turkey,0.6666666666666666
Saudi Arabia-Turkey,1.0
Scotland-Turkey,1.0
Senegal-Turkey,0.5
Serbia-Turkey,0.07692307692307693
Slovakia-Turkey,0.8
Slovenia-Turkey,0.0
South Africa-Turkey,0.5
South Korea-Turkey,0.6666666666666666
Spain-Turkey,0.08333333333333333
Sweden-Turkey,0.45454545454545453
Switzerland-Turkey,0.5333333333333333
Syria-Turkey,0.5
Tunisia-Turkey,0.25
Afghanistan-Turkmenistan,0.8
Armenia-Turkmenistan,0.5
Azerbaijan-Turkmenistan,0.0
Bahrain-Turkmenistan,0.0
Bangladesh-Turkmenistan,0.5
Bhutan-Turkmenistan,1.0
Cambodia-Turkmenistan,1.0
China-Turkmenistan,0.0
Estonia-Turkmenistan,0.5
Greenland-Turkmenistan,0.5
Guam-Turkmenistan,0.0
Hong Kong-Turkmenistan,0.3333333333333333
India-Turkmenistan,0.6
Indonesia-Turkmenistan,0.25
Iran-Turkmenistan,0.1111111111111111
Iraq-Turkmenistan,0.0
Japan-Turkmenistan,0.5
Jordan-Turkmenistan,0.6666666666666666
Kazakhstan-Turkmenistan,0.0
Kuwait-Turkmenistan,0.0
Kyrgyzstan-Turkmenistan,0.75
Laos-Turkmenistan,1.0
Lebanon-Turkmenistan,0.0
Lithuania-Turkmenistan,0.5
Malaysia-Turkmenistan,0.0
Maldives-Turkmenistan,1.0
Myanmar-Turkmenistan,0.5
Nepal-Turkmenistan,1.0
North Korea-Turkmenistan,0.0
Oman-Turkmenistan,0.16666666666666666
Pakistan-Turkmenistan,1.0
Palestine-Turkmenistan,0.5
Philippines-Turkmenistan,0.6666666666666666
Qatar-Turkmenistan,0.0
Romania-Turkmenistan,0.5
Saudi Arabia-Turkmenistan,0.0
Singapore-Turkmenistan,0.0
South Korea-Turkmenistan,0.25
Sri Lanka-Turkmenistan,0.7142857142857143
Syria-Turkmenistan,0.0
Taiwan-Turkmenistan,1.0
Tajikistan-Turkmenistan,0.42857142857142855
Thailand-Turkmenistan,0.0
Anguilla-Turks and Caicos Islands,0.0
Aruba-Turks and Caicos Islands,0.5
Bahamas-Turks and Caicos Islands,0.2857142857142857
Barbados-Turks and Caicos Islands,0.5
Belize-Turks and Caicos Islands,0.0
Bonaire-Turks and Caicos Islands,0.0
British Virgin Islands-Turks and Caicos Islands,0.3333333333333333
Cayman Islands-Turks and Caicos Islands,0.0
Cuba-Turks and Caicos Islands,0.0
Dominica-Turks and Caicos Islands,0.0
Dominican Republic-Turks and Caicos Islands,0.5
French Guiana-Turks and Caicos Islands,0.5
Guadeloupe-Turks and Caicos Islands,0.0
Guyana-Turks and Caicos Islands,0.5
Haiti-Turks and Caicos Islands,0.0
Marshall Islands-Turks and Caicos Islands,1.0
Nicaragua-Turks and Caicos Islands,0.5
Saint Kitts and Nevis-Turks and Caicos Islands,0.0
Saint Lucia-Turks and Caicos Islands,1.0
Sint Maarten-Turks and Caicos Islands,0.6666666666666666
St Vincent & Grenadines-Turks and Caicos Islands,0.5
American Samoa-Tuvalu,1.0
Chagos Islands-Tuvalu,0.5
Cook Islands-Tuvalu,0.5
Fiji-Tuvalu,0.0
Guam-Tuvalu,0.0
Kiribati-Tuvalu,0.0
New Caledonia-Tuvalu,0.3333333333333333
Northern Mariana Islands-Tuvalu,0.5
Samoa-Tuvalu,0.5
Solomon Islands-Tuvalu,0.0
Tahiti-Tuvalu,0.0
Tonga-Tuvalu,1.0
Anguilla-US Virgin Islands,0.3333333333333333
Antigua and Barbuda-US Virgin Islands,0.0
Aruba-US Virgin Islands,0.0
Bahamas-US Virgin Islands,0.0
Barbados-US Virgin Islands,0.16666666666666666
Bermuda-US Virgin Islands,0.5
Bonaire-US Virgin Islands,0.0
British Virgin Islands-US Virgin Islands,0.25
Canada-US Virgin Islands,0.5
Cayman Islands-US Virgin Islands,0.0
Curaçao-US Virgin Islands,0.0
Dominica-US Virgin Islands,0.5
Dominican Republic-US Virgin Islands,0.0
El Salvador-US Virgin Islands,0.5
Grenada-US Virgin Islands,0.0
Guadeloupe-US Virgin Islands,0.5
Guyana-US Virgin Islands,0.5
Haiti-US Virgin Islands,0.0
Jamaica-US Virgin Islands,0.5
Marshall Islands-US Virgin Islands,1.0
Montserrat-US Virgin Islands,0.0
Saint Kitts and Nevis-US Virgin Islands,0.0
Saint Lucia-US Virgin Islands,0.0
Saint Martin-US Virgin Islands,0.5
Sint Maarten-US Virgin Islands,0.5
St Vincent & Grenadines-US Virgin Islands,0.0
Turks and Caicos Islands-US Virgin Islands,0.3333333333333333
Algeria-Uganda,0.21428571428571427
Angola-Uganda,0.2857142857142857
Bahrain-Uganda,0.0
Benin-Uganda,0.0
Botswana-Uganda,0.6666666666666666
Burkina Faso-Uganda,0.0
Burundi-Uganda,0.6875
Cameroon-Uganda,0.5
Cape Verde-Uganda,0.6666666666666666
Central African Republic-Uganda,0.0
Chad-Uganda,1.0
Comoros-Uganda,1.0
Congo-Uganda,0.45454545454545453
DR Congo-Uganda,0.38461538461538464
Djibouti-Uganda,1.0
Ecuador-Uganda,0.5
Egypt-Uganda,0.08695652173913043
Eritrea-Uganda,0.6
Ethiopia-Uganda,0.375
Gabon-Uganda,0.0
Gambia-Uganda,0.0
Ghana-Uganda,0.23076923076923078
Guinea-Bissau-Uganda,1.0
Guinea-Uganda,0.2857142857142857
Iceland-Uganda,0.5
Iran-Uganda,0.5
Iraq-Uganda,0.0
Ivory Coast-Uganda,0.0
Kenya-Uganda,0.40186915887850466
Kuwait-Uganda,0.0
Lebanon-Uganda,0.5
Lesotho-Uganda,0.75
Liberia-Uganda,0.3333333333333333
Libya-Uganda,0.4
Madagascar-Uganda,0.4
Malawi-Uganda,0.45161290322580644
Mali-Uganda,0.0
Mauritania-Uganda,1.0
Mauritius-Uganda,0.8333333333333334
Moldova-Uganda,0.5
Morocco-Uganda,1.0
